epoch,acc,f1_m,loss,precision_m,recall_m,val_acc,val_f1_m,val_loss,val_precision_m,val_recall_m
0,0.09687115726701091,0.0005340379905726744,3.013558260614974,0.013116544933816842,0.00027326137450471376,0.09114927345766259,0.008828459674175067,2.376686214613316,0.13738440522429493,0.004623513870541612
1,0.16450334740704664,0.05608516839305011,2.235980550160351,0.473775567472885,0.03074190463687019,0.2572655217571964,0.10482020871012497,2.0119406594310445,0.5719741375002237,0.05812417437744424
2,0.2989479437244445,0.17304097437878127,1.8597109759337656,0.6788747544854794,0.10124333923160093,0.3289299867112224,0.23481621539104566,1.72229704847424,0.6731777254152487,0.14332893002615896
3,0.3284601721424502,0.24688409762168162,1.6953537415441782,0.7411044795569508,0.15002049459494404,0.3470937913207428,0.24319801281748862,1.6553845966192973,0.6779116179543095,0.14894319684927498
4,0.34635879213586174,0.2575580092267369,1.640513492047518,0.7439053094131338,0.15780844376832837,0.3348745046628829,0.2407812024202183,1.6817050430544773,0.649560517017561,0.148612945858522
5,0.35401011065456905,0.25951042343381486,1.610481347896343,0.7454300632990193,0.15917475064085193,0.3609643329323677,0.24825553763337935,1.591618695536252,0.6817285702754515,0.15257595774755767
6,0.3639841507954877,0.26781303948726726,1.579236776373689,0.7570626227186912,0.16463997813094622,0.3725231176087217,0.2575976027365247,1.5434688079309904,0.680116377544529,0.15984147954412306
7,0.37805711157840854,0.2711190325198465,1.5523856473206854,0.7546073831745079,0.16723596118874098,0.3844121531970907,0.26439977424462846,1.5139460177843604,0.7043605997193915,0.16380449143315873
8,0.38502527659570346,0.2822331196542874,1.5259651212780865,0.7661062311745028,0.17502391032955003,0.3953104359706768,0.2966468309789227,1.4944592548959952,0.7408613106691065,0.18626155880436085
9,0.39199344171072426,0.29236353237717866,1.4955776311087632,0.7605382969086573,0.1833583822519438,0.40620871858678687,0.3159994235756848,1.4656787956406607,0.7598238143297293,0.20046235140673865
10,0.4010110670368045,0.3043802897694626,1.482065579102557,0.7587142396549789,0.1926492689851041,0.42073976217991765,0.326096208832538,1.4393710524749252,0.7871591487365481,0.20673712023104512
11,0.42054925528131626,0.3197981566984742,1.4556248636417726,0.7503167858767467,0.20549255358682564,0.4299867899997389,0.3340530298660107,1.4103031274979465,0.7520954624664831,0.21598414797212834
12,0.4273807897986667,0.3319752040839713,1.4217100897387804,0.7468782800975955,0.2154665937562477,0.4494715984147952,0.3518487047330234,1.370930262884344,0.7799718496506564,0.2285336856207413
13,0.4514277906329242,0.354434006867928,1.388335083649611,0.7498606835693133,0.23418499792814418,0.45706737128085156,0.34984444894752853,1.357134427545565,0.7226186586024739,0.23183619550858653
