rerun,val_loss,val_acc,val_recall_m,val_precision_m,val_f1_m,loss,acc,recall_m,precision_m,f1_m,epoch
0,1.0307512982518385,0.7506605021389818,0.726221928823262,0.7836549946622458,0.7531072529650428,0.35108295796648503,0.8715671539827845,0.8457439541246644,0.9067121647244383,0.8748426816228603,150.0
1,0.9642618869380876,0.725231175772265,0.6948480846229916,0.763419388386186,0.7267205675023077,0.44651222811694485,0.8383658968908797,0.8028419182378422,0.8751335181341681,0.8370965772972259,140.0
2,1.0092686753291908,0.739431968217167,0.715653896804215,0.773570030967027,0.7431018172198589,0.4003994489081783,0.8495696133677304,0.8200573849537965,0.8857042026220082,0.8513455015825662,144.0
