fold,val_loss,val_acc,val_recall_m,val_precision_m,val_f1_m,loss,acc,recall_m,precision_m,f1_m,epoch
0,1.8128294018804634,0.3500660501587816,0.12978863937083923,0.8805110953758069,0.2251399607450518,2.6574406406237365,0.21068451974313432,0.061893701325317664,0.7344707338385511,0.11151308587607603,1.0
