epoch,acc,f1_m,loss,precision_m,recall_m,val_acc,val_f1_m,val_loss,val_precision_m,val_recall_m
0,0.09605137313433497,0.0002690573210337723,2.911354268015791,0.008744362941741423,0.00013663068725235688,0.12186261562721575,0.0,2.379901500800169,0.0,0.0
1,0.159311381295529,0.05072756381589608,2.2491786617091942,0.4630166697345775,0.027462768142813624,0.23282694848084545,0.08806962408666724,2.1038386790251637,0.7545952039476745,0.04755614267334913
2,0.2906134718061226,0.1613971507928788,1.8831842217814778,0.6684116739313986,0.09359202076379255,0.3038309114927345,0.17304114070247312,1.7552475620607404,0.7492168776425219,0.09874504624005982
3,0.3318759392952557,0.2484160200390501,1.6909798541702945,0.7358335681847006,0.15125017076596356,0.35171730511254645,0.2291469451537063,1.6270801113965174,0.7695622752805682,0.13540290621856088
4,0.3516873889468475,0.2571886349797721,1.6189939177643815,0.7520488622263817,0.15698865966313783,0.3586525758789899,0.24411517755673456,1.6195893538045443,0.7632786374110999,0.14630118891340896
5,0.3716354693467703,0.26620784004475023,1.565281511981853,0.7593257378678387,0.16327367127674625,0.38177014523169794,0.2501867101718444,1.5486534881150864,0.743077019876659,0.15158520479498325
6,0.37778385024055106,0.2745459446988156,1.5361923487692326,0.7802422126470848,0.16873889876684053,0.3754953764073915,0.2703310918146584,1.5261680928687595,0.7656567547091405,0.16512549539617064
7,0.3952725781762774,0.2919666656486518,1.4907032559683193,0.8022118506006146,0.18062576852522028,0.3877146630652515,0.28318039342623247,1.5118133136744227,0.7917483353709293,0.17338177016499492
8,0.40633966384371834,0.30914102932243565,1.4634238050061834,0.8224112277051141,0.1926492690034277,0.4138044914528432,0.3070072366350393,1.4706731091402323,0.7936846665063654,0.19121532366565544
9,0.4124880448311531,0.3196511251472974,1.448508314494146,0.83188451106862,0.20002732611505494,0.4154557464066081,0.32371814476136646,1.4615012309667772,0.8181163581233358,0.20277410834200946
10,0.42355513046601867,0.33128155818205746,1.4239963640165323,0.842699161659321,0.2084984287247011,0.428335535045974,0.32922612132610385,1.4721943406164253,0.8096691519612522,0.20739762221255106
