fold,val_loss,val_acc,val_recall_m,val_precision_m,val_f1_m,loss,acc,recall_m,precision_m,f1_m,epoch
0,1.0105629356250738,0.7559445176760775,0.7414134740829468,0.7808922332375651,0.7601775759277445,0.3132807597617729,0.8883727285473997,0.8700642164555838,0.9099179156280343,0.8893720039189033,126.0
