epoch,loss,acc,f1_m,loss,precision_m,recall_m,val_loss,val_acc,val_f1_m,val_loss,val_precision_m,val_recall_m
0,2.9727553340446953,0.11026096459025649,0.0002690573210337723,2.9727553340446953,0.008744362941741423,0.00013663068725235688,2.288774876172508,0.1529062087284684,0.0,2.288774876172508,0.0,0.0
1,2.0815819785119016,0.21246071868759472,0.07886633357970436,2.0815819785119016,0.6489977340812907,0.042765405109987706,1.9265925430716109,0.280052840178205,0.08033221464018525,1.9265925430716109,0.7214568651809088,0.04326287979356049
2,1.8631572131495575,0.28788085799999685,0.15313504104088818,1.8631572131495575,0.715357378754301,0.08717037846954863,1.8110050714157688,0.30845442544201407,0.17905698427278424,1.8110050714157688,0.6997258469482079,0.10369881110135441
3,1.7818613022887522,0.32258505262317416,0.21436222080838113,1.7818613022887522,0.7645545896406887,0.12611012433901528,1.7425249920496064,0.33487450462351387,0.21771517063305273,1.7425249920496064,0.7354670799235214,0.1287978863985803
4,1.7093260383847013,0.3471785763285984,0.2381802345253858,1.7093260383847013,0.7836791790481278,0.14168602268323902,1.6721947445107261,0.3606340819809837,0.2541404666681743,1.6721947445107261,0.7748664398646891,0.15323645971430025
5,1.6474608770565413,0.36603361114092026,0.27486813811920985,1.6474608770565413,0.8246943735330381,0.16641617707591563,1.6662984688026903,0.3556803170409511,0.289651027148592,1.6662984688026903,0.7875642474135446,0.17833553501152613
6,1.6087775215585955,0.37723732746303823,0.2948419241826869,1.6087775215585955,0.8183684867007238,0.1814455526762198,1.6437052026922512,0.3698811097220669,0.32907393761717346,1.6437052026922512,0.8196936900895999,0.20673712021628177
7,1.5659871888398504,0.39458942477259096,0.3115431284164206,1.5659871888398504,0.8341430471737963,0.19319579177992252,1.6515912619103215,0.36624834870567724,0.31958298026885507,1.6515912619103215,0.8075898295192139,0.2001321004012223
8,1.5437264350907272,0.39417953268233047,0.32765994418357985,1.5437264350907272,0.8490781615969099,0.2049460308836252,1.628722411638207,0.37747688250938527,0.3377145189038986,1.628722411638207,0.8089210422539805,0.21466314399927422
9,1.515722439643838,0.40142095913520875,0.33148436074431825,1.515722439643838,0.847615589257032,0.20795190600317706,1.6555868426591276,0.37318361955085866,0.3294819710355454,1.6555868426591276,0.7933517925175524,0.2090488771564737
10,1.4908250355788928,0.40620303321754464,0.34048237408188003,1.4908250355788928,0.8681826997379867,0.21382702555502842,1.5971726517696205,0.3913474241210101,0.3501735616234209,1.5971726517696205,0.8185017886848399,0.2235799207791312
11,1.4733670279210602,0.4145375051399384,0.34137056059020676,1.4733670279210602,0.8676465182116098,0.21437354830403782,1.5689386771881124,0.42272126824254247,0.33458945777173715,1.5689386771881124,0.8460913913883022,0.20937912814722665
12,1.43429868889728,0.43161634104648305,0.3445241199761796,1.43429868889728,0.8710086742765445,0.21683290067458025,1.5577954751497216,0.4118229854295874,0.3474351330272745,1.5577954751497216,0.8383062796044696,0.21994715985132177
13,1.4166022522362518,0.4409072277796433,0.34874241096202363,1.4166022522362518,0.8710459424980613,0.21997540647222266,1.5916193394553866,0.4124834874898313,0.34435611707373687,1.5916193394553866,0.8232327339041343,0.2186261558883099
14,1.384105350056182,0.46358792183095926,0.35990046743878185,1.384105350056182,0.8811260353168644,0.22830987839461644,1.5742348128612322,0.4220607661035606,0.34498939542112134,1.5742348128612322,0.8297593546354629,0.21862615591783663
15,1.3557255804774897,0.4769777291531868,0.3759579602600952,1.3557255804774897,0.8776398601550225,0.24115316301058967,1.4925156822292776,0.45409511228533683,0.37589966437854416,1.4925156822292776,0.8144715081117899,0.24537648616882737
16,1.3261397370127221,0.49050416715452294,0.3971113163251534,1.3261397370127221,0.876639282105643,0.25891515235339607,1.5182327336017805,0.45508586529696476,0.37717374982103175,1.5182327336017805,0.812733036681242,0.24669749013183925
17,1.3033834326737956,0.49870200842223966,0.41158696404000517,1.3033834326737956,0.8723015319390577,0.27162180626786525,1.5969515818428333,0.44220607657886085,0.3651805061605837,1.5969515818428333,0.7950012731111191,0.23844121536301496
18,1.2785537701549547,0.5118185545206233,0.4199681275650555,1.2785537701549547,0.8698451394900579,0.2789998633794925,1.41235817691294,0.49438573311783046,0.3943499494024123,1.41235817691294,0.8454418049305874,0.25825627477866653
19,1.2447673637271823,0.525618253810954,0.43891457897552555,1.2447673637271823,0.8647604545033488,0.2964885913477942,1.4179080927860155,0.49702774112259224,0.4134314592676717,1.4179080927860155,0.8379786416120542,0.27542932632734785
20,1.229367475379994,0.5268479299636499,0.44400824363529073,1.229367475379994,0.8591921676425176,0.3015439267435561,1.3904794985268516,0.5036327608195448,0.4317811398202236,1.3904794985268516,0.8246737269775714,0.2939233818095143
21,1.219472248187106,0.5283508676781584,0.4510879913368647,1.219472248187106,0.85357743935729,0.3089219838694351,1.4187851323791665,0.5026420078866548,0.422473339199075,1.4187851323791665,0.8144218994100311,0.2866578600129489
22,1.1988509170734454,0.5328596802027535,0.461291290955036,1.1988509170734454,0.8585703824123149,0.318076239915343,1.4099155810896598,0.48844121536301494,0.429456062664129,1.4099155810896598,0.8149230333741464,0.2929326288372554
23,1.1797579712254669,0.5384615385348329,0.4685876977738502,1.1797579712254669,0.858269634786273,0.32490777424538553,1.4026340145415956,0.4943857330784615,0.4417958476702477,1.4026340145415956,0.8058650093632929,0.30548216648586834
24,1.1664853181192696,0.5406476294412885,0.47468940742453325,1.1664853181192696,0.8480314564095737,0.33214920066976045,1.3847639518180959,0.4976882430253602,0.4471436249020865,1.3847639518180959,0.7869391901174971,0.31373844125469263
25,1.1569083926618742,0.5525344991996682,0.4803321009484255,1.1569083926618742,0.8452092199511893,0.33816095090886417,1.385950688169371,0.5072655217965654,0.46033858274610384,1.385950688169371,0.7800066997069506,0.3282694848478234
26,1.1377579044295654,0.5570433120011534,0.4904632904984323,1.1377579044295654,0.8562925395817033,0.3464954228495815,1.3355816075162497,0.523447820264723,0.4568654642670441,1.3355816075162497,0.7848287844437432,0.32397622196803477
27,1.128502005777621,0.562645170088918,0.4967516858666659,1.128502005777621,0.8462150423623512,0.35414674131738993,1.3547528040456331,0.5132100395513809,0.456814638965196,1.3547528040456331,0.7688966025370745,0.3262879789033056
28,1.1141025563100109,0.5716627954149982,0.499617339980327,1.1141025563100109,0.8369930969396727,0.358382292622213,1.2894650875655946,0.5333553501054192,0.47973548749872685,1.2894650875655946,0.7710283334850477,0.3500660502375196
29,1.1113227211577204,0.5712529034753985,0.5029378035775721,1.1113227211577204,0.8296634342064866,0.3634376280505502,1.2955434865649185,0.5386393658393598,0.47220024096446117,1.2955434865649185,0.7696337990433253,0.34214002643976377
30,1.0897689509267998,0.5746686706241322,0.5077563635246531,1.0897689509267998,0.8314767783579726,0.3680830714171303,1.2979168471445968,0.5300528400797825,0.4844670766568404,1.2979168471445968,0.7509077823618759,0.3589828269484808
31,1.0769440971089934,0.5854624948600616,0.5178962525309623,1.0769440971089934,0.8286511785656006,0.37969667986208405,1.3137358557752763,0.5247688243458419,0.47926972938339807,1.3137358557752763,0.7430283346138353,0.3560105680513886
32,1.0654864469941383,0.5838229265478827,0.5218020787915337,1.0654864469941383,0.8264492187022446,0.38434212326123945,1.2505324724643359,0.5531704095112285,0.5026073019602182,1.2505324724643359,0.7524451633110701,0.3787978863936592
33,1.0575859804006202,0.5942068587790619,0.5267407729710724,1.0575859804006202,0.8206440169460413,0.3903538734392645,1.1949861424444845,0.5703434610303831,0.5243561610756651,1.1949861424444845,0.7713141241350766,0.3989431967902215
34,1.035671273294507,0.5998087170785659,0.5356061682461357,1.035671273294507,0.8223251189539253,0.39964476017242473,1.1913420903635465,0.5693527079793862,0.5177290012845905,1.1913420903635465,0.7652465035767347,0.39332893006552794
35,1.0319023733908466,0.6060937287247495,0.5458015197368085,1.0319023733908466,0.8220675666893518,0.41112173793012613,1.21062167538047,0.558784676275291,0.5111627061033186,1.21062167538047,0.7583001026467886,0.3870541611624835
36,1.0240594332767716,0.6051373137592504,0.5497554522595586,1.0240594332767716,0.8164833375690641,0.41658696545279567,1.1677797435926793,0.5832232497484869,0.535512250000451,1.1677797435926793,0.7439637795149728,0.4197490093257657
37,1.0135129424355886,0.6108758026564247,0.5577355346273799,1.0135129424355886,0.8132435008058914,0.4266976362443195,1.1706687456078069,0.5706737120605051,0.521343859884509,1.1706687456078069,0.7609169202090255,0.39828269480871553
38,1.0083697830935223,0.6179805985157045,0.5612908007465338,1.0083697830935223,0.8201683481577756,0.42943025005451724,1.14202241144848,0.5901585203968235,0.5379204825649488,1.14202241144848,0.762768279844735,0.41710700139974194
39,0.9956975247971036,0.6188003825496367,0.5707538248672074,0.9956975247971036,0.8210247241501144,0.4398141822531211,1.1568378247861975,0.5802509907529723,0.5361433399243273,1.1568378247861975,0.7535076246866305,0.4180977542538939
40,0.9809926133905706,0.6228993032567894,0.5750840457268532,0.9809926133905706,0.8133489681586719,0.44719223936474833,1.22199940429496,0.5492073975434549,0.5128091333958086,1.22199940429496,0.7159961400605256,0.4009247028528463
41,0.9823846703654577,0.6181172290482243,0.5749357311773502,0.9823846703654577,0.804779814214455,0.44965159173529073,1.137337571248668,0.5894980184940555,0.54682603466621,1.137337571248668,0.7601626173665691,0.428665786036727
42,0.9677034724946068,0.6250853940980945,0.5824287261430611,0.9677034724946068,0.8112700410774618,0.456346495378081,1.1275880577699668,0.5871862615587847,0.5540066885034821,1.1275880577699668,0.7457920069581137,0.4422060765394919
43,0.9634917436409622,0.6253586556273318,0.5859258609857858,0.9634917436409622,0.8055451253688894,0.46235824564975997,1.0965396734335935,0.6079920740549599,0.5661871604119456,1.0965396734335935,0.7551987597145524,0.45508586529696476
44,0.9374007907440174,0.635742587858511,0.5960656118891346,0.9374007907440174,0.8088239622272451,0.4742451154081397,1.1006218456371615,0.6046895640686922,0.5757315968270346,1.1006218456371615,0.7554466353539904,0.46730515195482475
45,0.9415309029632717,0.6420275994721194,0.5969397944087359,0.9415309029632717,0.8046829746564013,0.4771143598404392,1.1005737288624953,0.6040290620871862,0.5683753855004808,1.1005737288624953,0.7458971978966122,0.4613606341212712
46,0.9261789989937262,0.6447602131194407,0.6065817528823829,0.9261789989937262,0.8082566320171348,0.4877715534746264,1.1222071228758033,0.6020475561426685,0.5664885022051268,1.1222071228758033,0.7464570750333517,0.4587186260771405
47,0.916673745552297,0.6489957644894143,0.6121916152004466,0.916673745552297,0.8036921525900604,0.49651591745877727,1.1020102477294136,0.6136063408190224,0.5869296784445033,1.1020102477294136,0.7599691850191064,0.4801849404760837
48,0.9201698589478055,0.6484492416508228,0.6161484972491488,0.9201698589478055,0.8055355204863535,0.5012979915166816,1.1193085891567416,0.6000660502768885,0.575643674267488,1.1193085891567416,0.7261024700918159,0.4785336855616878
49,0.9083624578659155,0.6558272988846074,0.6240554886904062,0.9083624578659155,0.8037482393717958,0.5119551851508689,1.0933273159843455,0.6142668428792664,0.5871486139423466,1.0933273159843455,0.7467033366231024,0.48546895632813125
50,0.8947318266577889,0.6651181855526171,0.6291688445536617,0.8947318266577889,0.8111896962802875,0.5156442136415319,1.078962291562573,0.6116248347957667,0.593333723208076,1.078962291562573,0.7505749826229705,0.49240422713394366
51,0.8838543787747235,0.6611558956874494,0.631687429673132,0.8838543787747235,0.8004309989696221,0.5238420549133206,1.0870679177570217,0.6205416117823108,0.5970042836083446,1.0870679177570217,0.7482658145134798,0.4986789960763571
52,0.884469176156385,0.6611558956222988,0.6377473406850974,0.884469176156385,0.808102800996272,0.5287607596829088,1.0722595435939974,0.6198811097220669,0.5927065877019966,1.0722595435939974,0.7524043619239031,0.49141347416168474
53,0.8752973661068961,0.6644350321815059,0.6407374825727127,0.8752973661068961,0.8006133718362906,0.536138816794536,1.0660046865004686,0.6198811096433289,0.5931111509607837,1.0660046865004686,0.7536884516359478,0.4914134742797917
54,0.8634695156071092,0.6696269981423628,0.648269375453052,0.8634695156071092,0.8067003580158665,0.5440633966225974,1.0499219266080164,0.6350726552967036,0.6084808804084949,1.0499219266080164,0.7506066633184173,0.5138705416116248
55,0.8640367409736346,0.668943844706101,0.6484957931471386,0.8640367409736346,0.7991313483484098,0.5473425330840788,1.0443027403742036,0.6340819024031826,0.6158318080234402,1.0443027403742036,0.7487457496171899,0.5257595773574698
