fold,val_loss,val_acc,val_recall_m,val_precision_m,val_f1_m,loss,acc,recall_m,precision_m,f1_m,epoch
0,0.6829152258415676,0.8157199471598415,0.8074636724303862,0.8386501449023717,0.8222945076628752,0.2741662086227998,0.8960240470009564,0.879764995217926,0.9135250102498034,0.896209184646867,134.0
