val_loss,val_acc,val_recall_m,val_precision_m,val_f1_m,loss,acc,recall_m,precision_m,f1_m,epoch
1.8796362228091201,0.42404227220555435,0.06902245707229232,0.8964584473732126,0.12724237535714789,2.7664742944083884,0.18267522886149104,0.011203716354693263,0.2535865503283273,0.021105819638431163,1
