val_loss,val_acc,val_recall_m,val_precision_m,val_f1_m,loss,acc,recall_m,precision_m,f1_m,epoch
2.386925400641982,0.09676354030046312,0.0,0.0,0.0,2.956607806355205,0.09044951495698834,0.0,0.0,0.0,1
2.0357059125383747,0.20376486130442614,0.07496697490584582,0.6523422601200946,0.13363238566775304,2.218445630473572,0.16860226806533649,0.03402104113092675,0.5014144829964927,0.061899438754898846,2
1.7064429779821217,0.33421400260263895,0.15059445182272432,0.7308504080677914,0.24862225643079852,1.8583483641420269,0.2889739035265191,0.09058614564016879,0.6455335816181916,0.15641956031118884,3
1.6277667821004809,0.3543593131566772,0.15951122857305458,0.725105370681541,0.2604906068452913,1.6750006642656292,0.3329689848543533,0.14783440359890632,0.7208408035448884,0.24265328456443716,4
1.5696582502858958,0.3652575957924718,0.16578599737767657,0.7485707508525571,0.2703547604490303,1.6136629354890244,0.3523705423831093,0.15917475064085193,0.7495309222524715,0.2598055604296086,5
1.5433380606939802,0.35601056811044207,0.16842800530370033,0.7439632095307939,0.27332903033361095,1.5794345513281396,0.35783576993428223,0.16504987019270329,0.7710883133413687,0.2687502371953768,6
1.522407650475143,0.3797886393265491,0.16941875827595926,0.7543137901840311,0.27551307207369585,1.546008717657064,0.3687662248493202,0.16709933050148865,0.7690804996586902,0.2716464814730625,7
1.5041394958092955,0.3837516512746383,0.16842800530370033,0.7549998964942116,0.27409141326675013,1.5247270985368921,0.37313840687397093,0.17092498974455464,0.7689878620367132,0.2766609500219692,8
1.4771766673620972,0.37351387050224266,0.17040951124821818,0.7647451359970566,0.27734816160983106,1.4939076178939408,0.3829758163235653,0.1751605410493777,0.7603346275687136,0.2818590267741431,9
1.4216372880154589,0.43130779396275076,0.16974900926671224,0.7780147600362921,0.2774716007032357,1.481497237584291,0.3887143052207396,0.17775652410717246,0.7538480692213392,0.28486195770601935,10
1.4166997521525173,0.4356010568425394,0.17437252313725385,0.7615432714849041,0.28210491556157524,1.4382363427514375,0.4115316300244585,0.1789862002924437,0.7583547845729177,0.28682881977278313,11
1.416133482831,0.42140026420079263,0.20310435931307794,0.7425815898487086,0.3181034184824995,1.4218562692383434,0.4264243749023901,0.18950676321087517,0.7489302328072996,0.2992076116892333,12
1.3730194423756166,0.44484808446551566,0.2034346103235154,0.7882801311649136,0.3224293525026843,1.3990355624675685,0.42738078974165994,0.20508266152506857,0.7519385638434406,0.3182820786558746,13
1.3599392588261412,0.44616908842852754,0.2192866578599736,0.7485214748187298,0.33829145914969705,1.389860233528918,0.43161634098540436,0.21437354825822882,0.7439075664738388,0.3294730767320619,14
1.3648260616090842,0.45673712021136065,0.22523117569352707,0.7657919000130506,0.34700858191423406,1.3687387265082769,0.4399508129688768,0.21997540643557545,0.7380707836131578,0.3356098770109873,15
1.3354130676274572,0.4663143989431968,0.238110964332893,0.7452302659361019,0.3596998884624345,1.3568828567844187,0.44445962558305396,0.22817324767071687,0.7497686976731059,0.3467262199112652,16
1.3191846621713677,0.4782034346496728,0.24207397622192867,0.7511368403346567,0.36488333962552616,1.3393210292693158,0.45825932496296673,0.23541467409509179,0.750849878222813,0.35554558327002905,17
1.2933902009790135,0.47886393659180976,0.2552840158520476,0.7642890818052909,0.3813690022716749,1.3157576821120422,0.4649542287034828,0.24101653233351708,0.7469514259583215,0.36180559445280963,18
1.2718527222561553,0.4973579919952382,0.27575957727873185,0.7747841681325451,0.4052303890885891,1.2909710733824407,0.4752015302474096,0.25290340212447215,0.7472783089710204,0.37503735158576684,19
1.2318263360972133,0.5181638044126755,0.3064729194974962,0.7693619862730311,0.43661833533837585,1.2591316004662032,0.4921437354667018,0.26998223799844145,0.7425668835639954,0.39348836759674627,20
1.1903156720820318,0.5323645970150533,0.32067371209987405,0.7635675818318577,0.44995634267635676,1.2303700305217113,0.5066265883154517,0.2900669490571132,0.7386646092565093,0.4144016799297729,21
1.1419965687012263,0.5508586524972198,0.34874504631387665,0.7713836800784385,0.4784861237716171,1.1824634983526876,0.5279409755512509,0.3169831944417556,0.7448523594538587,0.4425965671673517,22
1.1387995371257928,0.5571334214002642,0.3527080580848054,0.7616193751205383,0.4805823867670611,1.1677650867353486,0.5314933734849627,0.33775105890411383,0.7470808692163482,0.46285625547476034,23
1.1445027046505967,0.5554821663677614,0.368890356631701,0.756240000812979,0.49448369512312323,1.1279844603490954,0.556496789252144,0.3568793550868685,0.75741302160833,0.48324096390158283,24
1.1091565493705882,0.5670409511228534,0.3903566710306442,0.7715332919886752,0.5169932965479564,1.1029849457828738,0.5656510452329013,0.3689028555650759,0.7635668948840404,0.4955659372458971,25
