epoch,acc,f1_m,loss,precision_m,recall_m,val_acc,val_f1_m,val_loss,val_precision_m,val_recall_m
0,0.09044951495698834,0.0,2.956607806355205,0.0,0.0,0.09676354030046312,0.0,2.386925400641982,0.0,0.0
1,0.16860226806533649,0.061899438754898846,2.218445630473572,0.5014144829964927,0.03402104113092675,0.20376486130442614,0.13363238566775304,2.0357059125383747,0.6523422601200946,0.07496697490584582
2,0.2889739035265191,0.15641956031118884,1.8583483641420269,0.6455335816181916,0.09058614564016879,0.33421400260263895,0.24862225643079852,1.7064429779821217,0.7308504080677914,0.15059445182272432
3,0.3329689848543533,0.24265328456443716,1.6750006642656292,0.7208408035448884,0.14783440359890632,0.3543593131566772,0.2604906068452913,1.6277667821004809,0.725105370681541,0.15951122857305458
4,0.3523705423831093,0.2598055604296086,1.6136629354890244,0.7495309222524715,0.15917475064085193,0.3652575957924718,0.2703547604490303,1.5696582502858958,0.7485707508525571,0.16578599737767657
5,0.35783576993428223,0.2687502371953768,1.5794345513281396,0.7710883133413687,0.16504987019270329,0.35601056811044207,0.27332903033361095,1.5433380606939802,0.7439632095307939,0.16842800530370033
6,0.3687662248493202,0.2716464814730625,1.546008717657064,0.7690804996586902,0.16709933050148865,0.3797886393265491,0.27551307207369585,1.522407650475143,0.7543137901840311,0.16941875827595926
7,0.37313840687397093,0.2766609500219692,1.5247270985368921,0.7689878620367132,0.17092498974455464,0.3837516512746383,0.27409141326675013,1.5041394958092955,0.7549998964942116,0.16842800530370033
8,0.3829758163235653,0.2818590267741431,1.4939076178939408,0.7603346275687136,0.1751605410493777,0.37351387050224266,0.27734816160983106,1.4771766673620972,0.7647451359970566,0.17040951124821818
9,0.3887143052207396,0.28486195770601935,1.481497237584291,0.7538480692213392,0.17775652410717246,0.43130779396275076,0.2774716007032357,1.4216372880154589,0.7780147600362921,0.16974900926671224
10,0.4115316300244585,0.28682881977278313,1.4382363427514375,0.7583547845729177,0.1789862002924437,0.4356010568425394,0.28210491556157524,1.4166997521525173,0.7615432714849041,0.17437252313725385
11,0.4264243749023901,0.2992076116892333,1.4218562692383434,0.7489302328072996,0.18950676321087517,0.42140026420079263,0.3181034184824995,1.416133482831,0.7425815898487086,0.20310435931307794
12,0.42738078974165994,0.3182820786558746,1.3990355624675685,0.7519385638434406,0.20508266152506857,0.44484808446551566,0.3224293525026843,1.3730194423756166,0.7882801311649136,0.2034346103235154
13,0.43161634098540436,0.3294730767320619,1.389860233528918,0.7439075664738388,0.21437354825822882,0.44616908842852754,0.33829145914969705,1.3599392588261412,0.7485214748187298,0.2192866578599736
