rerun,val_loss,val_acc,val_recall_m,val_precision_m,val_f1_m,loss,acc,recall_m,precision_m,f1_m,epoch
0,1.067069124514077,0.7361294584277441,0.7097093791675063,0.7694262235057558,0.7377588270598705,0.3634813737614361,0.870474108517341,0.845197431375655,0.8980621330919512,0.8706270985906934,121.0
1,1.0105629356250738,0.7559445176760775,0.7414134740829468,0.7808922332375651,0.7601775759277445,0.3132807597617729,0.8883727285473997,0.8700642164555838,0.9099179156280343,0.8893720039189033,126.0
2,1.0514310209407831,0.7529722589167768,0.7384412153236459,0.7768894661527959,0.756834210382585,0.2755997888769327,0.8969804618442982,0.8799016259377536,0.9188510276431154,0.8987638167319263,133.0
