fold,val_loss,val_acc,val_recall_m,val_precision_m,val_f1_m,loss,acc,recall_m,precision_m,f1_m,epoch
0,1.0307512982518385,0.7506605021389818,0.726221928823262,0.7836549946622458,0.7531072529650428,0.35108295796648503,0.8715671539827845,0.8457439541246644,0.9067121647244383,0.8748426816228603,150.0
